what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307389900360
error,log,,,"Missing or failed server extension: ServerWorkingCopy Tomcat v7.0 Server at localhost. Enable tracing for more information",1307389901040
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1307389901055
started,bundle,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.ui",1307389901057
error,log,,,"Unable to create editor ID org.eclipse.jst.jsp.core.jspsource.source: The file does not exist.",1307389901217
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1307389901222
opened,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1307389901271
opened,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1307389901273
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307389901488
opened,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1307389901970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307389904482
error,log,,,"Invalid project description.",1307389917025
error,log,,,"Invalid project description.",1307389933183
error,log,,,"Invalid project description.",1307389938318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307389941034
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307389941047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307389941047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307389945142
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307389954877
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307389954896
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307389954896
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307389956378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307389995405
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390000916
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390011628
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307390011642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307390011642
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1307390011821
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1307390014605
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390015109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390026142
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1307390027058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390030951
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390032732
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1307390032741
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307390032742
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390035651
error,log,,,"Invalid project description.",1307390050397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390068108
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307390068122
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307390068122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390072869
error,log,,,"Invalid project description.",1307390111449
error,log,,,"Invalid project description.",1307390120692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307390123299
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307390123314
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1307390123314
